08d48cdd-6b50-43ff-a53b-beab47f4aab0,index,2012-12-14T00:00:00+00:00
5a292f20-a9b6-46ea-b35f-584f8b3d7392,afghanistan,2013-02-18T00:00:00+00:00
2a3938e1-d588-45fc-8c8f-0f51814d5409,albania,2013-01-22T00:00:00+00:00
b5c8e64b-3461-4447-9144-1588e4a84fe6,algeria,2013-03-19T00:00:00+00:00
3b54054f-c22a-4e3a-8c10-19d0667b5718,american-samoa,2012-12-18T00:00:00+00:00
196a0c49-e844-4246-ab7c-a5c4197dfdad,andorra,2012-12-13T00:00:00+00:00
9738a4db-236d-4116-8d19-1373987b7889,angola,2013-03-14T00:00:00+00:00
fb061c13-3130-4338-b4c3-df3a2ab4c112,anguilla,2012-12-19T00:00:00+00:00
269db8e5-9fef-4840-aca4-4896c66b8329,antigua-and-barbuda,2013-03-11T00:00:00+00:00
5393a385-63f9-466f-a851-422f249d06f8,argentina,2013-02-20T00:00:00+00:00
a306037b-bed2-4607-aab6-eb5a8fa51882,armenia,2013-02-14T00:00:00+00:00
56bae85b-a57c-4ca2-9dbd-68361a086bb3,aruba,2012-12-19T00:00:00+00:00
48baf826-7d71-4fea-a9c4-9730fd30eb9e,australia,2013-02-21T00:00:00+00:00
b662d0a3-c20d-4167-8056-b9c7d058d860,austria,2013-03-07T00:00:00+00:00
f68b6778-cb3b-4c0b-82a0-b90613fdda26,azerbaijan,2013-02-27T00:00:00+00:00
ac5f0376-62ef-4f8f-8fbe-6dc6c2e4a671,bahamas,2013-01-04T00:00:00+00:00
66c3e499-0a63-42e0-833d-8b847e70e229,bahrain,2013-03-18T14:55:22+00:00
266ca3b6-752f-400b-91c0-8b9c3c433d2d,bangladesh,2013-03-15T00:00:00+00:00
d37300da-5fca-4247-b9fc-7ae770ee992b,barbados,2013-03-18T14:55:54+00:00
a73a1811-a1a0-474c-ad2c-30dc0ab74495,belarus,2013-03-14T00:00:00+00:00
7631e836-3295-403d-b031-09d563322511,belgium,2013-01-24T00:00:00+00:00
7e521913-0947-4c45-afc0-9ee91efd9434,belize,2013-01-24T00:00:00+00:00
9ce921df-748d-4efe-99b0-fc5bcd2ec045,benin,2013-03-18T14:57:17+00:00
186abab7-2e5c-40cd-a4f2-e3f5cfcdbde9,bermuda,2013-03-18T14:57:36+00:00
f53a97fb-4bc3-46d2-898b-d2a1e460cd0e,bhutan,2012-12-20T00:00:00+00:00
2f6708c2-9a26-4949-8eb7-824e601ee377,bolivia,2013-03-18T14:58:18+00:00
a33df5a7-34ec-4ff1-ad23-656f3d7d0331,bonaire-st-eustatius-saba,2012-12-21T00:00:00+00:00
49bcb1b3-69b8-4351-84af-adb907ce3d2b,bosnia-and-herzegovina,2013-01-09T00:00:00+00:00
